objectid,fire_name,fire_type,landowner,fuel_model
298685,Sweezie Hollow RX ,RX,NPS,000
298686,Long Bay RX ,RX,NPS,000
298687,CN Rock Creek 07,RX,USFS,000
298688,CN Miller Creek03,RX,USFS,000
298690,23 MATIAS 02,WF,USFWS,000
298691,C-51/52,RX,USFS,000
298692,S HARGRAVE ST / JOHN ST,WF,Private,000
298693,23 MATIAS 03,WF,USFWS,000
298694,"Frances Crane WMA South-FCS H, I, U, V-DFG-RX",RX,State,000
298695,LAC-086614,WF,Private,000
298696,Camps Pass,WF,USFS,000
298697,Post Oak RX,RX,USFWS,000
298699,Storm Mountain,WF,Private,000
298701,Storey Milll,RX,USFS,000
298704,Peterson,WF,USFS,000
298709,Herman Covey WMA-HC_5A-DFG-RX,RX,State,000
298710,CN Dixie South 01,RX,USFS,000
298711,Polk 0861,WF,Private,Light Logging Slash
298712,BUFFALO HOUSING 1,RX,BIA,000
298713,Crooked,WF,USFS,000
298714,C-76,RX,USFS,000
298717,Sun Oil Rd. and OS Rouse Rd.,WF,Private,Southern Rough
298718,East Walls Creek ,WF,USFS,000
298722,San Jacinto 0862,WF,Private,Timber (Litter and Understory)
298727,PINTAIL MARSH,WF,USFWS,000
298728,PACKARD ST  JRPV,WF,Private,000
298730,QUAIL ,WF,State,000
298738,WRST Pile Burn (Headquarters & Penwell Cabin),RX,NPS,000
298745,YNEZ CT  TEM,WF,Private,000
298746,LAC-087203,WF,Private,000
298748,LAC-087234,WF,Private,000
298750,LAC-087296,WF,Private,000
298754,LAC-087460,WF,Private,000
298757,Walker 0866,WF,Private,Timber (Litter and Understory)
298759,RX C-310 West LC,RX,USFS,000
298760,RX C-41/42 FM,RX,USFS,000
298761,Horsehead North,RX,USFS,000
298762,SVR BU 7 14 Rx 0314,RX,USFWS,000
298763,Avant,RX,USFS,000
298764,Pink Twist,RX,USFS,000
298765,ANF BU 255/256/262 Rx 0314,RX,USFS,000
298766,HOLLY SPRINGS BB 87 91  RX,RX,USFS,000
298767,HOLLY SPRINGS BB 106 107  RX,RX,USFS,000
298768,Falling Water,RX,USFS,000
298769,Lennox Ridge,RX,USFS,000
298770,Mount Ida 7,RX,USFS,000
298771,Job Corp North and South,RX,USFS,000
298772,RX C-311 Renew LC,RX,USFS,000
298773,LAC-087659,WF,Private,000
298775,CAT 56/57,RX,USFS,000
298776,Campbell Point Beaver Pond RX ,RX,NPS,000
298777,Johnson Strip,RX,Private,000
298778,Fozzie,RX,USFS,000
298779,HOSPITAL TRACT,RX,BIA,000
298780,CANTU,WF,Private,000
298781,LIMONITE AV / ARCHER ST,WF,Private,000
298782,Bell Smith Unit 2 RX,RX,USFS,000
298783,Iron Duke RX,RX,USFS,000
298784,Whiskey Springs 2,RX,USFS,000
298786,Big Creek RX,RX,USFS,000
298787,Harkey Island,WF,Private,000
298788,Hunters Well,RX,USFS,000
298789,Beau Champ Regens,RX,USFS,000
298790,Unit 6,RX,Private,000
298791,PRVT - Scott Lykins RX,RX,Private,000
298792,North White Oak East,RX,USFS,000
298793,DE SOTO BB 7209 South  RX,RX,USFS,000
298794,Tio Gordito Broadcast RX - D6,RX,USFS,000
298795,Greenbriar RX,RX,USFWS,000
298796,Terrapin Creek,RX,USFS,000
298797,ANDRADE,WF,BIA,000
298799,HOMOCHITTO BB 36S and SUB 1  RX,RX,USFS,000
298801,Mountain View,WF,BIA,000
298802,Oak,WF,USFS,000
298803,RX GA Mountain Orchard,RX,USFS,000
298804,RUTHERFORD TRAINING,WF,Private,000
298806,C-261/262,RX,USFS,000
298807,Stringtown 2 RX,RX,USFWS,000
298808,Hampton RX,RX,USFWS,000
298809,Cental Zone 208 Units-1-5A & Iron Bridge,RX,USFS,000
298811,LAC-087835,WF,Private,000
298813,C-52,RX,USFS,000
298815,MAARNGW001,WF,State,000
298816,RANGE 2,WF,USFS,000
298817,TRANSIENT,WF,NPS,000
298818,Train Fire,WF,Private,000
298819,TEMPORAL,WF,USFWS,000
298820,Camp Hope Tent Fire,WF,Private,000
298821,Buckskin,WF,NPS,000
298822,SC POTTER MTN B RX,RX,USFS,000
298823,BK Miles Creek RX,RX,USFS,000
298824,CN BLUE SPRINGS EAST 04 / 05 RX,RX,USFS,000
298825,OK Comp 23 / 24 RX,RX,USFS,000
298826,OK Comp 23 / 24 Blackline Ops RX,RX,USFS,000
298827,TL TYLER WEST B / E RX,RX,USFS,000
298828,OK Comp 61 / 63 RX,RX,USFS,000
298829,TK COMP 14 & 15 RX,RX,USFS,000
298830,RUMBLE STRIP,WF,Private,000
298831,BK NATURAL BRIDGE RX,RX,USFS,000
298832,DCNF COMP 70/71/72 RX,RX,USFS,000
298833,SHNF Comp  21 RX,RX,Private,000
298834,SHNF Comp 25/26 RX,RX,USFS,000
298835,SNF Boles Field NW RX,RX,USFS,000
298836,SHNF COMP 105 RX,RX,USFS,000
298838,SNF North Moore RX,RX,USFS,000
298839,DCNF COMP 39 RX,RX,USFS,000
298841,ANF Bannister West C 12/16 RX,RX,USFS,000
298842,CAT 15/16,RX,USFS,000
298843,DCNF COMP 104A RX,RX,USFS,000
298845,DCNF Comp 105A RX,RX,USFS,000
298846,JERKY,WF,Private,000
298847,Holder Long Leaf RX,RX,Private,000
298848,LBJ Comp 27 RX,RX,USFS,000
298849,SHNF Com 5 East RX,RX,USFS,000
298850,ACA Tombigbee Longleaf RX,RX,Private,000
298852,CHURCH,WF,USFS,000
298853,RX - TLRD Admin. Mill Hill. 3C,RX,USFS,000
298854,RX - BLM - SOD Piles - 125,RX,Private,000
298855,RX - Bloody Pit Rx,RX,USFS,000
298856,CEDAR DR  LVIL,WF,Private,000
298857,SEMINOLE,WF,Private,000
298858,WRST Pile Burn,RX,NPS,000
298862,281,WF,Private,000
298864,AMERICAN PEAK,WF,USFS,000
298865,Playhouse,WF,Private,000
298867,LEGEND,WF,Private,000
298868,Range 39 South ,WF,USFS,000
298869,WOLF SPRINGS,WF,Private,000
298870,MARCH 14 OES PRE POSITION,WF,Private,000
298871,Newton 0908,WF,Private,Timber (Litter and Understory)
298872,SANDBAR,WF,Private,000
298873,Titus 0909,WF,Private,Timber (Litter and Understory)
298895,RX Key Mountain East,RX,USFS,000
298899,DEBORAH DR  INDO,WF,Private,000
298913,Ten Mile Creek 7 RX,RX,State,000
298939,Van Buren Co. Drake and Shockley Street,WF,Private,Hardwood Litter
298941,FROBERG,WF,Private,000
298960,Rainbow Lake RX,RX,Private,Short Grass (1 foot)
298965,Franklin Co. Estill Springs,WF,Private,000
298978,RX SHP1,RX,Private,000
298979,RX Fodderstack,RX,USFS,000
298988,RX 1701,RX,Private,000
299023,RX Lennox Ridge,RX,USFS,000
299025,Pearce,WF,USFS,000
299026,SOI Ava Cave RX,RX,Private,Short Grass (1 foot)
299052,Harris RX 2023,RX,Private,Tall Grass (2.5 feet)
299063,Merrill Hollow RX,RX,USFS,000
299084,SCORPION,WF,Private,Hardwood Litter
299115,RX EASTERN SHAWNEE 1,RX,Private,000
299131,RX Fulton 8 and 9,RX,USFS,000
299138,Henry Paris TN 38242,WF,Private,000
299141,RX Jack Pigeon,RX,USFS,000
299147,LONG BRANCH,WF,USFS,000
299156,RX Mill Creek,RX,USFS,000
299164,Golfview,WF,Private,000
299173,RX Hare Mountain,RX,USFS,000
299198,GRADER,WF,Tribal,000
299223,NE Prairie Unit 7 RX,RX,USFS,000
299224,Dixon Springs Ag Center RX,RX,Private,000
299230,RX Corley,RX,USFS,000
299246,RX Falling Water,RX,USFS,000
299249,RX Beech Burn Henderson County,RX,State,000
299270,ADAMS ST / HY 111,WF,Private,000
299277,RX Pine Stand TWRA Catoosa,RX,State,Timber (Litter and Understory)
299296,Henderson Huron TN 38345,WF,Private,Short Grass (1 foot)
299299,RX Avant 2,RX,USFS,000
299309,Kaintuck Wet Fen RX,RX,USFS,000
299311,Central Zone 208- UNITS 7-9-10 RX,RX,USFS,000
299328,Cypress Pond SNA RX,RX,State,000
299330,SPARROW,WF,Tribal,000
299340,Prison RX,RX,USFWS,000
299344,SHNF COMP 6 RX,RX,USFS,000
299350,RX Vanderslice 7,RX,USFS,000
299361,YAMAHA,WF,Tribal,000
299362,Fortune Hollow RX,RX,USFS,000
299365,SIPBA - Tom Anderson PVT RX,RX,Private,000
299367,RX Hot Springs Mountain,RX,NPS,000
299369,Mowery-Glover Piles Rx,RX,USFS,000
299371,RX Middle Mountain North,RX,USFS,000
299372,RX Mine Creek,RX,USFS,000
299373,RX Lost Mountain,RX,USFS,000
299374,McConnell RX,RX,DOD,000
299376,YOUNG,WF,Private,Tall Grass (2.5 feet)
299377,524,WF,Private,000
299379,Overgrazed,WF,Private,000
299380,PINE NUT,WF,USFWS,000
299381,Camp Site,WF,USFS,000
299382,test_999001,WF,Private,000
299383,Blue Plains Fire,WF,Private,000
299384,TRAM,WF,State,000
299385,Lower Gambrill RX,RX,NPS,000
299387,Rock,WF,USFS,000
299389,Strait Line,WF,Private,Short Grass (1 foot)
299390,Cedar Creek,WF,USFS,000
299391,ARF1,WF,Private,000
299392,Dutchman,WF,USFS,000
299394,K Fire,WF,Private,000
299395,LAC-089486,WF,Private,000
299397,Rusk 0937,WF,Private,000
299398,PONTIAC,WF,Private,000
299399,Thorne Bottom,WF,Private,000
299402,HOLBROOK,WF,Private,000
299403,Divide Road RX,RX,NPS,000
299404,Pine Grove,WF,Private,000
299405,Angelina 0943,WF,Private,Timber (Litter and Understory)
299406,LAC-089665,WF,Private,000
299407,Brookshire,WF,USFS,000
299409,LAC-089765,WF,Private,000
299411,AMARYLLIS CT  WILD,WF,Private,000
299415,OASIS ST / HY 111,WF,Private,000
299420,LAC-089994,WF,Private,000
299421,WALNUT AV / RED GUM DR,WF,Private,000
299422,Ash House RX,RX,USFS,000
299423,Boone Creek South RX,RX,USFS,000
299424,Rattlesnake RX,RX,USFS,000
299425,Rattlesnake North RX,RX,USFS,000
299426,Rockhouse RX,RX,USFS,000
299428,FAIRBANKS,WF,Private,000
299429,CN ROCK CK 02 RX,RX,USFS,000
299431,020001,WF,Private,000
299432,Bonds RX,RX,USFS,000
299433,020002,WF,Private,000
299434,020004,WF,Private,000
299435,020003,WF,Private,000
299436,020005,WF,Private,000
299437,020008,WF,Private,000
299438,020007,WF,Private,000
299439,020006,WF,Private,000
299440,020010,WF,Private,000
299441,020009,WF,Private,000
299442,020011,WF,Private,000
299443,020013,WF,Private,000
299444,0200,WF,Private,000
299445,Blanton RX,RX,USFS,000
299446,020012,WF,Private,000
299447,020015,WF,Private,000
299448,020016,WF,Private,000
299449,020018,WF,Private,000
299450,020017,WF,Private,000
299451,020021,WF,Private,000
299452,Pine Tree Chisolm,WF,Private,000
299453,020025,WF,Private,000
299454,020028,WF,Private,000
299455,Indian Lake Dam RX,RX,USFS,000
299456,PIPE YARD,WF,BIA,000
299457,Hager RX,RX,USFS,000
299458,020026,WF,Private,000
299459,020022,WF,Private,000
299460,020027,WF,Private,000
299461,Mitchell Creek RX,RX,USFS,000
299462,LAC-090205,WF,Private,000
299463,CLAUS,WF,Private,000
299464,WHITEHORN,WF,Private,000
299465,Newport Road,WF,Private,000
299466,Langford RX,RX,Private,Light Logging Slash
299467,Morrow RX,RX,Private,"Dormant Brush, Hardwood Slash"
299468,Houston 0944,WF,Private,000
299469,Stillion RX,RX,USFS,000
299470,Griffith RX,RX,Private,Tall Grass (2.5 feet)
299472,Grundy - Tennessee 108,WF,Private,000
299473,JOOSE,WF,BIA,000
299474,Burning Star Mine RX,RX,Private,000
299475,Bufflehead,WF,USFWS,000
299476,Town Branch - Lewis County,WF,Private,Timber (Litter and Understory)
299477,Sixteenmile,WF,Private,Timber (Litter and Understory)
299478,Silver City Huntsville Rd,WF,Private,Timber (Litter and Understory)
299479,Breathitt Ridge,WF,Private,Timber (Litter and Understory)
299480,Highway 2024,WF,Private,Timber (Litter and Understory)
299481,Dawson Springs Road,WF,Private,Timber (Litter and Understory)
299482,Merganser,WF,USFWS,000
299484,Dry Creek Fire,WF,Private,Timber (Litter and Understory)
299485,Robinson RX,RX,OthFed,Timber (Litter and Understory)
299489,Cumberland Springs Rx Complex,RX,Private,Medium Logging Slash
299490,BELLAMO LN  PERR,WF,Private,000
299491,Rattlesnake Fork - Carter County,WF,Private,Timber (Litter and Understory)
299493,RX C-9,RX,USFS,000
299494,MLR BENT BOW,WF,USFWS,000
299497,Whitley County - 8901 Kentucky 92,WF,Private,Timber (Litter and Understory)
299498,PASTURE,WF,Private,000
299499,Smith - Toney Hollow,WF,Private,Hardwood Litter
299500,Butterfield RX,RX,Private,Timber (Litter and Understory)
299501,020020,WF,Private,000
299502,Mio District Office Pile RX,RX,USFS,000
299503,020019,WF,OthLoc,000
299504,020023,WF,Private,000
299505,020024,WF,Private,000
299506,Hwy 41 MM 29 Shark Valley,WF,State,000
299511,Chauga Hill,WF,Private,000
299512,Tick Ridge - Carter County,WF,Private,Timber (Litter and Understory)
299513,AVE 66  / TYLER ST,WF,BIA,000
299514,Bolen Branch,WF,Private,Timber (Litter and Understory)
299516,Little Paint Creek,WF,Private,Timber (Litter and Understory)
299517,LAC-090610,WF,Private,000
299518,DEN,WF,Tribal,000
299521,TK Comp 4 RX,RX,USFS,000
299522,BK CAPSEY CREEK RX,RX,USFS,000
299523,BK BRUSHY EAST RX,RX,USFS,000
299524,Red Fox,WF,Private,000
299525,LAC-090654,WF,Private,000
299526,Polly Hollow,WF,Private,Timber (Litter and Understory)
299527,Scott,WF,Private,Timber (Litter and Understory)
299528,Vernon,WF,Private,Timber (Litter and Understory)
299529,Lutheran Church,WF,Private,Timber (Litter and Understory)
299531,Yellow Hill Rd,WF,Private,Timber (Litter and Understory)
299532,CAJALCO RD / TYLER RD,WF,Private,000
299533,STR - Coffee Hollow,WF,Private,Timber (Litter and Understory)
299536,Kuehne Road,WF,Private,000
299537,OLD DAYTONA RD,WF,OthLoc,Timber (Litter and Understory)
299541,Range,WF,Private,Hardwood Litter
299542,KNIGHTON,WF,Private,000
299543,PIERCE ST / AVE 69,WF,BIA,000
299544,Kentucky 339 - Graves,WF,Private,Timber (Litter and Understory)
299545,Silverbell Dr - Elliott County,WF,Private,Timber (Litter and Understory)
299546,McCarty Br Rd - Bath County,WF,Private,Timber (Litter and Understory)
299547,May Branch Rd. 2,WF,Private,Timber (Litter and Understory)
299548,Sugar Run,WF,NPS,000
299549,Nobles Cockrell Fork,WF,Private,Timber (Litter and Understory)
299550,Arielle Drive - Carter County,WF,Private,Timber (Litter and Understory)
299552,Marion - Bluffs Road North,WF,Private,Hardwood Litter
299553,Wayne - Bear Creek Road,WF,Private,Short Grass (1 foot)
299554,Rhea - Bridgewater Trail,WF,Private,Timber (Litter and Understory)
299555,Putnam - Kinniard Road,WF,Private,Hardwood Litter
299556,Lawrence - Dunn Road,WF,Private,000
299557,Lewis - Poag Road,WF,Private,Timber (Litter and Understory)
299558,Wayne - Railroad Bed Road,WF,Private,Timber (Litter and Understory)
299559,Van Buren - Tennessee 8,WF,Private,Tall Grass (2.5 feet)
299560,Trousdale - Lick Creek Road,WF,Private,Timber (Litter and Understory)
299561,BRIDGE,WF,Private,000
299565,LAC-091179,WF,Private,000
299567,LAC-091285,WF,Private,000
299569,Canoe Road,WF,Private,Timber (Litter and Understory)
299570,Glemma Lane,WF,Private,Timber (Litter and Understory)
299571,Burning Fork - Magoffin County,WF,Private,Timber (Litter and Understory)
299572,ANF  Guidrey RX,RX,USFS,000
299573,ANF Buck Creek C 84 RX,RX,USFS,000
299574,ANF Five  Fingers RX,RX,USFS,000
299575,ANF Oil Well RX,RX,USFS,000
299577,ANF MUDDY CREEK C61 RX,RX,USFS,000
299578,Brown RX,RX,Private,Short Grass (1 foot)
299579,old man,WF,USFS,000
299580,Grandview RX,RX,Private,Hardwood Litter
299581,Mangus,WF,Private,000
299584,Gatewood Ford Road,WF,Private,Timber (Grass and Understory)
299587,NS 1006,WF,Private,000
299588,NS 1007,WF,Private,000
299589,NS 1016,WF,Private,000
299590,HILL,WF,Private,000
299591,CHERRY VALLEY BL / CHERRY VALLEY BL OFRP,WF,Private,000
299595,CALLE JARDIN  / AVENIDA TIERRA,WF,Private,000
299600,Angel Ridge,WF,Private,Hardwood Litter
299601,Burchett Hollow - Johnson County,WF,Private,000
299606,EVP NW Cape Rx 0219,RX,NPS,000
299607,EVP EE6 Roadside Rx 0224,RX,NPS,000
299608,Greenbrier Road,WF,Private,Hardwood Litter
299610,Minnie Crowell,WF,USFS,000
299611,HOLY COW FIRE,WF,Private,Brush (2 feet)
299612,Happy Hunting,WF,Private,Heavy Logging Slash
299613,COOKED LOBLOLLY,WF,Private,Brush (2 feet)
299614,Hickman RX,RX,Private,Timber (Litter and Understory)
299615,Ferrera RX,RX,Private,Timber (Litter and Understory)
299616,Crossville Coal RX,RX,Private,Tall Grass (2.5 feet)
299617,HIGH SENCE,WF,Private,Brush (2 feet)
299618,Colmar,WF,Private,000
299623,Midwest Region CY23 RX Burn Support,RX,Private,000
299624,FELLOW,WF,Private,000
299625,LEFFLER LANDING,WF,County,Timber (Litter and Understory)
299627,KINGS CHAPEL ROAD FIRE,WF,Private,Brush (2 feet)
299629,LOUIS,WF,Private,000
299630,Mud Bayou Ring Levee,WF,Private,000
299633,15403 HWY 148,WF,Private,Brush (2 feet)
299635,RIVERSIDE,WF,Private,000
299636,RX D6 District Wide Piles,RX,USFS,000
299638,BIRD,WF,Tribal,000
299640,Goad Road,WF,BIA,000
299642,Sharp Range,WF,State,000
299643,VIEW RIDGE,WF,Private,000
299644,LAC-092049,WF,Private,000
299647,PECHANGA PY / RAINBOW CANYON RD,WF,Private,000
299649,111,WF,Private,000
299650,NeverSail,WF,Private,Tall Grass (2.5 feet)
299651,51,WF,Private,000
299652,AVE 48   COAC,WF,Private,000
299654,MARBLE FIELD 3,WF,Tribal,000
299656,LAC-092454,WF,Private,000
299659,Sunny Oaks Units 18-22 Rx,RX,USFS,000
299660,I 10  E/ HARGRAVE ST OFRP,WF,Private,000
299661,Hickory Island,WF,USFWS,000
299664,AVE 54  / VAN BUREN ST,WF,BIA,000
299665,WILDOMAR TRL / FRONT ST,WF,Private,000
299666,Cedar Creek,WF,USFS,000
299667,Princess,WF,Private,Short Grass (1 foot)
299668,LOCUST COVE,WF,USFS,000
299669,RX Trail Ridge,RX,USFS,000
299670,PONTATOC,WF,USFS,000
299671,RX Pilot Mountain,RX,USFS,000
299673,EARLY BIRD,WF,Private,000
299674,RISING SUN,WF,Private,000
299675,Mills,WF,USFS,000
299676,Forsythe II Broadcast RX,RX,USFS,000
299677,Calle Tres,WF,Private,000
299678,I 10  E/ 8TH ST OFRP,WF,Private,000
299679,Range 41 North East 1,WF,USFS,000
299680,LBL - Turner,WF,USFS,000
299681,Pine Hills RX,RX,USFS,000
299682,Barker Bluff RX,RX,USFS,000
299683,HY 111  / INDIO BL,WF,Private,000
299685,OAK GLEN RD / 5TH ST,WF,Private,000
299689,TEXAS CANYON RX,RX,USFS,000
299691,Sunny,WF,USFS,000
299692,GRANITE HILL DR / LINDSAY ST,WF,Private,000
299695,SAN PABLO AV / CATALINA WY,WF,Private,000
299697,CIVIC CENTER PARK PDES,WF,Private,000
299698,SPENCER CREEK,WF,Private,000
299699,Marmot Rd,WF,Private,000
299700,LAC-093479,WF,Private,000
299701,CIVIC CENTER PARK PDES,WF,Private,000
299702,Possum Trot,WF,Private,Short Grass (1 foot)
299703,HOLSTEINER CI  SANJ,WF,Private,000
299704,RANCHO LAS FLORES PARK COAC,WF,Private,000
299708,LAC-093641,WF,Private,000
299714,CRESTMORE RD / CAPARY RD,WF,Private,000
299715,RX North White Oak,RX,USFS,000
299717,RX Parker Ridge,RX,USFS,000
299718,RX Vanderslice Units 1-6,RX,USFS,000
299719,Stump House,WF,Private,000
299720,RX Mount Ida 28,RX,USFS,000
299721,RX Heath Creek,RX,USFS,000
299722,RX Key Mountain West,RX,USFS,000
299723,Little Cedar Mountain RX,RX,USFS,000
299724,Grassy Creek RX,RX,USFWS,000
299725,RX East End Bear Mountain,RX,USFS,000
299726,RX Hunters Well/Mill Creek,RX,USFS,000
299727,North Central RX,RX,NPS,000
299728,RX Morgan East,RX,USFS,000
299729,RX Gregory Mtn,RX,USFS,000
299730,Tugalo Village RX,RX,USFS,000
299732,RX Fiddler Creek 3,RX,USFS,000
299733,RX NWR Sabine unit 5,RX,USFWS,000
299734,RX 12 Corners,RX,NPS,000
299735,Track 208 Units 1 2 3 4A Iron Bridge RX,RX,USFS,000
299736,Greenup County - 1508 Johnson's Lane,WF,Private,000
299737,Cains Crk Rd - Lawrence County,WF,Private,000
299738,Rocky Branch Rd - Elliott County,WF,Private,000
299739,Old Mtn Parkway - Magoffin County,WF,Private,000
299740,Rt Frk Fixer Road - Lee County,WF,Private,000
299741,Hunting Fork Lane - Wolfe County,WF,Private,000
299742,Virden Ridge Road - Powell County,WF,Private,000
299743,Middle Fork - Johnson County,WF,Private,000
299744,NE Prairie Units 2 3 and Hoff Rd RX,RX,USFS,000
299745,Rose Branch - Magoffin County,WF,Private,000
299746,Williamsport - Johnson County,WF,Private,000
299747,Three D Road - Lawrence County,WF,Private,000
299748,Jellico Road - Magoffin County,WF,Private,000
299749,Spring Branch,WF,Private,000
299750,Old House Crk - Rowan County,WF,Private,000
299751,Town Flats Rd #2 - Magoffin County,WF,Private,000
299752,Birch Branch - Magoffin County,WF,Private,000
299753,Town Flats Rd #1 - Magoffin County,WF,Private,000
299754,Wruck RX - Lawrence County,RX,Private,000
299755,Rt 24 Median,WF,Private,000
299756,Lawn Fire,WF,Private,000
299757,Farm Debris Fire,WF,Private,000
299759,LAKESHORE DR / CHANEY ST,WF,Private,000
299762,TL CAMP MAC RX,RX,USFS,000
299763,SC WEST END B RX,RX,USFS,000
299766,Arrowhead,WF,Private,000
299767,Shanty,WF,USFS,000
299768,Sowell,WF,Private,000
299771,TRIMONT,WF,USFS,000
299773,CRUZ 2,WF,USFS,000
299776,LAC-094197,WF,Private,000
299779,RUBIDOUX ST / REQUA AV,WF,Private,000
299780,Miller Lane,WF,Private,000
299781,RX Stonewall,RX,USFS,000
299784,LAC-094308,WF,Private,000
299785,RED BUTTE,WF,BLM,000
299791,LITTLE LAST CHANCE,WF,State,000
299793,LOMA LINDA RD / VIA DEL CORONADO,WF,Private,000
299794,LA BERTHA LN / CONNECTICUT DR,WF,Private,000
299795,LINCOLN ST / AVE 64,WF,Private,000
299796,CAMP LOWERY RD,WF,State,Southern Rough
299797,W SUMNER AV  LELS,WF,Private,000
299798,FREDERICK ST / ALESSANDRO BL,WF,Private,000
299800,MILE MARKER 41,WF,Private,000
299802,East Creek Fire,WF,USFS,Timber (Litter and Understory)
299804,ROBIN DR  LELS,WF,Private,000
299808,Bolivian Run A Rx,RX,USFS,000
299809,Patoka Wetland RX,RX,USFS,000
299810,SNF Curry Creek East RX,RX,USFS,000
299811,DCNF COMP 112 RX,RX,USFS,000
299812,SHNF COMP 37 RX,RX,USFS,000
299813,RX Mazarn Mountain,RX,USFS,000
299814,RX Tour Road South,RX,NPS,000
299815,RX Dry Branch,RX,USFS,000
299816,RX Tower,RX,USFS,000
299817,RX East Saline,RX,USFS,000
299818,RX Parker Ridge,RX,USFS,000
299819,MAIN ST  LAQ,WF,Private,000
299820,RX Harvey,RX,USFS,000
299821,RX Newsfile,RX,USFS,000
299822,Mifflin RX,RX,USFS,000
299823,SOUL GLOW 2,WF,Private,000
299824,SOUL GLOW,WF,Private,000
299825,Hecla,WF,Private,Short Grass (1 foot)
299826,RX Lynn Hollow,RX,USFS,000
299827,RX Blanchard Springs,RX,USFS,000
299828,Joe Moses,WF,BIA,000
299829,Lick & SV Dam RX,RX,USFS,000
299831,French RX,RX,USFS,000
299832,Etienne Circle RX,RX,USFS,000
299833,Little Cache RX,RX,USFS,000
299834,Bean Ridge RX,RX,USFS,000
299835,Miller - Custer,WF,Private,000
299836,East Cedar,WF,Private,000
299837,FD0304,WF,Private,000
299838,CLAY SPUR BROADCAST RX,RX,USFS,000
299839,MA0304,WF,Private,000
299840,LAC-094960,WF,Private,000
299841,FULLER,WF,Private,000
299842,Blue Otter RX,RX,USFS,000
299843,BEAVER,WF,Private,Hardwood Litter
299844,RIMROCK,WF,USFS,000
299846,Prison 2 RX,RX,USFWS,000
299847,RX Whiskey Springs 3,RX,USFS,000
299848,Big Smith,WF,Private,000
299849,River,WF,Private,Brush (2 feet)
299850,Track 208 Unit 9 RX,RX,USFS,000
299851,MA07016,WF,Private,000
299854,UMPTANUM ROAD,WF,State,000
299857,103 2023,WF,Private,Short Grass (1 foot)
299859,Fish RX,RX,USFS,000
299861,Late 2,WF,USFS,000
299862,NE Prairie Units 3 4 5 6 RX,RX,USFS,000
299863,Jeffrey Control Burn,WF,Private,000
299864,Sunny Oaks 7 and 30 Rx,RX,USFS,000
299865,Dog Island RX,RX,Private,000
299866,Cottonwood,WF,State,000
299867,TRASH PILE,WF,Private,000
299868,INTERSECTION FIRE,WF,Private,000
299869,OLD GAP,WF,BIA,000
299870,FD080003,WF,DOD,000
299871,GREEN MOUNTAIN,WF,Private,000
299872,RX - Towee Wildcat,RX,USFS,000
299873,FD0800004,WF,DOD,000
299874,FD070017,WF,Private,000
299875,FD0800005,WF,DOD,000
299876,C-76 RX Burn,RX,DOE,000
299877,C-77 RX BURN,RX,DOE,000
299878,C-36 RX BURN,RX,DOE,000
299879,C-3 RX BURN,RX,DOE,000
299881,15403 HWY 148,WF,Private,Brush (2 feet)
299882,Kendall North RX,RX,Private,000
299883,Mitsubishi,WF,USFS,000
299886,Williams Sheds Fire,WF,Private,000
299887,RX KIS 54,RX,USFS,000
299888,Miracle 1,WF,BIA,000
299889,N PERRIS BL  PERR,WF,Private,000
299890,KAREN,WF,Private,000
299891,Forks of the Glover,WF,USFS,000
299892,Yahoo,WF,BLM,000
299893,Desert Road,WF,BLM,000
299894,Crossroads,WF,BLM,000
299896,Ford Mtn. Fire,WF,Private,Timber (Litter and Understory)
299897,Little Tiger,WF,Private,000
299898,West McHenry,WF,USFS,000
299899,66,WF,Private,000
299900,Curry Branch #2,WF,Private,000
299902,MURRIETA RD  MENI,WF,Private,000
299903,Goose,WF,USFS,000
299904,3512 RICHARD SEALS ROAD,WF,Private,Brush (2 feet)
299905,Stockade Road,WF,BIA,000
299906,GARLAND,WF,BLM,000
299909,KK,WF,USFS,000
299911,Slab RX,RX,USFS,000
299912,ANDERSON LAKE,WF,Private,000
299913,BOXELDER,WF,BIA,000
299914,SYCAMORE CREEK,WF,BIA,000
299915,Kickasola RX,RX,Private,000
299916,RIVER,WF,Private,000
299917,Upalika RX,RX,USFS,000
299919,LAC-095536,WF,Private,000
299921,RX BUNKHOUSE,RX,Private,000
299922,Hill,WF,Private,Short Grass (1 foot)
299923,Hardin 1020,WF,Private,Timber (Litter and Understory)
299924,LAC-095618,WF,Private,000
299926,LAC-095688,WF,Private,000
299931,LAC-095869,WF,Private,000
299932,Cass 1027,WF,Private,Timber (Litter and Understory)
299936,Slay Cemetery WFM,WF,NPS,000
299937,RX Locus Ridge Unit,RX,USFWS,000
299938,RX KENWOOD UNIT 41,RX,Tribal,000
299939,FD070012,WF,Private,000
299940,FD070013,WF,Private,000
299942,FD070014,WF,Private,000
299943,FD070015,WF,Private,000
299944,Houston - Hwy 231 Powerline Fire,WF,Private,Hardwood Litter
299945,RX Bramlett Cove,RX,USFS,000
299946,C-86 RX BURN,RX,DOE,000
299947,C-76 RX BURN,RX,DOE,000
299948,C-62 RX BURN,RX,Private,000
299949,C-51 RX BURN,RX,DOE,000
299950,C-29 RX BURN,RX,DOE,000
299951,C-82 RX BURN,RX,DOE,000
299952,C-36 RX BURN,RX,DOE,000
299953,C-61 RX BURN,RX,DOE,000
