objectid,fire_name,fire_type,landowner,fuel_model
296414,LON - Pilgrims Rest,WF,Private,000
296415,LAC-053555,WF,Private,000
296418,BIG PINES UNIT 1,RX,USFS,000
296419,Raco Piles RX,RX,USFS,000
296420,Compartment 110 - Oconee,RX,USFS,000
296421,LAC-053581,WF,Private,000
296422,Fox,WF,NPS,000
296423,KYS - Todd Fire,WF,USFS,000
296424,Fork,WF,NPS,000
296425,Slay Cemetery,WF,NPS,000
296426,Slay Branch,WF,NPS,000
296427,RINCON RX ,RX,USFS,000
296428,VALENTINE,WF,Private,000
296430,FD070004,WF,Private,000
296433,CLINTON AV / MELBA AV,WF,Private,000
296434,Mountain Meadows,WF,Private,000
296437,Stable,WF,NPS,000
296439,Brushy Mountain,WF,USFS,000
296441,FY23 108 WEST PILE PLAN,RX,USFS,000
296442,GRAYBAR,WF,Private,000
296443,1181,WF,USFS,000
296445,Open Fork,WF,Private,Timber (Grass and Understory)
296447,HANNON RD  BEAU,WF,Private,000
296450,LAC-053988,WF,Private,000
296451,Dumb Betty Branch,WF,Private,Timber (Litter and Understory)
296453,HANNON,WF,Private,000
296455,DEL ROSA AV / PALOMA RD,RX,Private,000
296460,CN Miller Creek 01,RX,USFS,000
296461,OSF CPT 63/84 Rx 0215,RX,USFS,000
296462,WLFH NE Beecher Unit Rx 0215,RX,USFWS,000
296463,LAC-054282,WF,Private,000
296464,C-194 FM,RX,USFS,000
296465,C-133FM,RX,USFS,000
296466,Iron Rose,WF,State,000
296467,APQ Area 13 Rx 0215,RX,DOD,000
296468,SMR BU 318 Rx 0215 ,RX,USFWS,000
296469,SEA NW1 Catlen Tommie Pasture Rx 0215,RX,BIA,000
296470,OCF CPT 12 Waterhole Rx 0215,RX,USFS,000
296471,CN Miller Creek 0207,RX,USFS,000
296472,Waugh Mountain Piles,RX,BLM,000
296473,Lake George East Piles,RX,USFS,000
296474,Likely Gulch Piles,RX,BLM,000
296475,Comp 02 Units 02 05 07,RX,USFWS,000
296477,JOHN NOBLES AV / RUBIDOUX ST,WF,Private,000
296479,VOLCANO,WF,USFS,000
296480,Deer Valley Park,RX,Private,000
296481,ANF BU 202 Rx 0206,RX,USFS,000
296483,Three Mile Branch,WF,Private,000
296484,Coalton,WF,USFWS,000
296485,2023 ARNG TRAINING,WF,DOD,000
296486,LAC-054388,WF,Private,000
296487,SILVERADO TRL  YOUNTVILLE,WF,Private,000
296489,FLAT,WF,USFS,000
296490,Tank Battery,WF,Private,000
296491,Camp Verde Admin RX,RX,USFS,000
296492,Burning Star RX,RX,Private,000
296493,ANF BU 112 0207,RX,USFS,000
296494,SEA CW 27 Rx 0215,RX,BIA,000
296495,FD070005,WF,Private,000
296496,SEA CW 18 Rx 0215 ,RX,BIA,000
296497,SEA NW6 Rx 0215 ,RX,BIA,000
296498,SEA Dudda Shop Rx 0215,RX,Tribal,000
296499,FD070006,WF,Private,000
296502,West Willow Rx,RX,USFWS,000
296503,LAC-054564,WF,Private,000
296504,North Fork RX,RX,USFS,000
296505,BOULDER AV / BASELINE ST,WF,Private,000
296506,SAN TIMOTEO CANYON RD / REDLANDS BL,WF,Private,000
296509,FD100001,WF,Private,000
296511,BICY Airplane D Rx FY23,RX,NPS,000
296512,Triangle,WF,Private,000
296513,WHITEHORSE,WF,BLM,000
296514,SILVER CREEK,WF,USFS,000
296516,Truck,WF,Private,000
296517,LAC-054777,WF,Private,000
296518,GSER PILE BURN INDIAN BASIN RX,RX,USFS,000
296519,MENDEN,WF,Private,000
296520,LAC-054798,WF,Private,000
296521,Hawk North,WF,USFS,000
296522,Rat Club RX,RX,Private,000
296523,LAC-054864,WF,Private,000
296524,VAN BUREN BL / PICK PL,WF,Private,000
296525,LAC-054936,WF,Private,000
296526,PUJOL ST  TEM,WF,Private,000
296528,LAWRENCEVILLE RD (32),WF,Private,Short Grass (1 foot)
296529,WAGON,WF,Private,000
296530,ELM AV  BEAU,WF,Private,000
296535,14TH,WF,Private,000
296537,BASELINE ST / BOULDER AV,RX,Private,000
296543,LAC-055420,WF,Private,000
296544,LAC-055466,WF,Private,000
296545,Stoneplace,WF,USFS,000
296546,Comp 16 Units 04 05 06 07,RX,USFWS,000
296547,C225/226 LC,RX,USFS,000
296548,SMR BU 103 Rx 0216,RX,USFWS,000
296549,C23 EN,RX,USFS,000
296550,C128 FM,RX,USFS,000
296551,EAGLE CREEK,WF,Private,000
296552,OCF CPT5 Penner Ponds Rx 0216,RX,USFS,000
296553,Whitetail Lane,WF,Private,000
296554,ANF CPT 56 Rx 0216,RX,USFS,000
296555,FPR CPT 26 Rx 0216,RX,USFWS,000
296556,Hummingbird Lane,WF,Private,Hardwood Litter
296557,SEA NC 2 Bull Pasture Rx 0216,RX,BIA,000
296559,SEA NW 6 Rx 0216,RX,BIA,000
296560,RX Dripping Springs,RX,BLM,000
296561,C-270 North LC,RX,USFS,000
296562,C 224 LC,RX,USFS,000
296563,C-124 Block B EN,RX,USFS,000
296564,MUD,WF,Private,000
296566,GRANITE HILL DR / COUNTRY VILLAGE RD,WF,Private,000
296567,ORANGE,RX,Private,000
296570,SEA CW 18 Rx 0216,RX,BIA,000
296571,W RAMSEY ST /N SUNSET AV,WF,Private,000
296572,LAC-055690,WF,Private,000
296573,Cleveland Mountain Piles,RX,USFS,000
296574,C204 FM,RX,USFS,000
296575,HY 95   BLYT,WF,BLM,000
296576,Rush Mart,WF,Private,000
296577,MP 436,WF,NPS,000
296578,COLUSA 27.1/24.2 RX,RX,USFWS,000
296580,HAMNER AV / HIDDEN VALLEY PY,WF,Private,000
296581,FD050003,WF,Private,000
296582,Mothball Piles,RX,USFS,000
296583,POINT,WF,Private,000
296584,BOBCAT,WF,USFWS,000
296585,0035 NE,WF,USFS,000
296586,CRAIG ACCESS RD  ROB_MILL,WF,Private,000
296587,STOCKYARD,WF,Private,000
296590,LAC-055991,WF,Private,000
296591,TOWN,WF,Private,000
296593,FD070007,WF,Private,000
296594,LAC-056035,WF,Private,000
296595,CENTER GROVE WY  SANJ,WF,Private,000
296596,HAY,WF,Private,000
296598,HINTON,WF,Private,000
296600,TROTH ST  JRPV,WF,Private,000
296602,LAC-056112,WF,Private,000
296603,KIBBE,WF,Private,Tall Grass (2.5 feet)
296604,2023 READING INDIAN CREEK PILE RX,RX,USFS,000
296605,W 4TH ST / NAVAJO RD,WF,Private,000
296609,LAC-056171,WF,Private,000
296611,Haystack,WF,Private,000
296613,LAC-056240,WF,Private,000
296615,SHOE,WF,Private,000
296616,GRAHAM,WF,Private,000
296617,CMW (29),WF,Private,Tall Grass (2.5 feet)
296619,LAC-056388,WF,Private,000
296620,LAC-056409,WF,Private,000
296621,BRIDGE ST / GILMAN SPRINGS RD,WF,OthLoc,000
296622,LAC-056473,WF,Private,000
296624,LAC-056543,WF,Private,000
296626,Loft 50,WF,Private,000
296627,LAC-056621,WF,State,000
296628,MOUNTAIN VIEW HIGH SCH SANJ,WF,Private,000
296629,CN Blue Spring West 04,RX,USFS,000
296630,CN Bear Bay 10,RX,USFS,000
296631,CN Boggy Hollow South 08,RX,USFS,000
296632,CN Miller Creek 04,RX,USFS,000
296633,LOUSANA,WF,Private,000
296634,"Muddy Brook WMA-E2,E3,E4-DFG-RX",RX,State,000
296635,NJRXB-Spring2023,RX,State,000
296636,SEA NE 2 Rx 0217,RX,BIA,000
296637,Southwick WMA-G1-5-E1-5-DFG-RX,RX,Private,000
296638,"Southwick WMA-G10,11,12,18,19_DFG-RX",RX,State,000
296639,Reservoir Piles,RX,USFS,000
296643,MA100002,WF,Private,000
296644,DOLLY,WF,Private,000
296645,TRACTOR,WF,USFWS,000
296646,PIONEER,WF,Private,000
296647,Buck Piles RX,RX,USFS,000
296648,Sandhill Branch,WF,USFS,000
296649,RIVERVIEW,WF,Private,000
296650,Harvey Regen,RX,USFS,000
296651,THORSON,WF,Private,000
296653,LODE,WF,Private,000
296654,ECHO,WF,NPS,000
296655,CN Rock Creek 03,RX,USFS,000
296656,CN Wolf Pit 04,RX,USFS,000
296657,TL Shooting Range B and C,RX,NPS,000
296658,ROCKIN T,WF,Private,000
296660,TUGBOAT ,WF,Private,000
296661,DILLON RD / AVE 48,WF,BIA,000
296663,211 Smith County Rd. 92A,WF,Private,Tall Grass (2.5 feet)
296664,E 2ND ST MARKETPLACE   BEAU,WF,Private,000
296666,MURRIETA RD / CORNFLOWER WY,WF,Private,000
296667,LAC-057351,WF,Private,000
296668,EUCLID,WF,Private,000
296669,EUCLID,WF,DOD,000
296670,MCCLURE'S,WF,NPS,000
296671,WILDWOOD CANYON RD / DOUGLAS ST,WF,Private,000
296672,LAC-057463,WF,Private,000
296673,LAC-057484,WF,Private,000
296674,LAC-057498,WF,Private,000
296675,HY 111  / FRANK SINATRA DR,WF,Private,000
296680,REGENCY,WF,Private,000
296684,LIMONITE AV  JRPV,WF,Private,000
296685,W LAKESHORE DR /S LINDSAY ST,WF,City,000
296687,JACKSON ST / AVE 42,WF,Private,000
296688,AVE 48  / MONROE ST,WF,Private,000
296690,LAC-057928,WF,Private,000
296691,W RAMONA EXPRESSWAY  /N SANDERSON AV,WF,Private,000
296693,BADGER,WF,Private,000
296694,Terrapin Creek/Shut in,RX,USFS,000
296695,Harvey Regens #2,RX,USFS,000
296696,Seed Orchard,RX,USFS,000
296697,WEST DR / 2ND ST,WF,Private,000
296701,Cedar Mt,RX,USFS,000
296702,CN Blue Spring East 13,RX,USFS,000
296703,SMR Unit 213 Rx 0218,RX,USFWS,000
296704,OK Compartment 8,RX,USFS,000
296705,Avant 6,RX,USFS,000
296706,Vanderslice 8,RX,USFS,000
296707,LAC-058142,WF,Private,000
296709,TRAIN TRACK,WF,Private,000
296710,RIDGE,WF,USFS,000
296711,ISLAND,WF,Private,000
296713,ROCKY,WF,Private,000
296714,CUTTER,WF,Private,000
296715,COUNTY LINE RD  YUCAIPA_CITY,RX,Private,000
296717,LAC-058334,WF,Private,000
296718,LAC-058345,WF,Private,000
296719,GREEN,WF,Private,000
296720,LAC-058357,WF,Private,000
296723,Hog Thief Road,WF,Private,000
296724,KANSAS ST  LELS,WF,Private,000
296725,Briar,WF,USFS,000
296726,LAC-058458,WF,Private,000
296727,15,WF,Private,000
296730,POP,WF,Private,000
296731,REEVES,WF,Private,000
296732,HOWELL COUNTY ASSIST,WF,Private,000
296733,RIO NEDO  / DIAZ RD,WF,Private,000
296735,ONTARIO,WF,Private,000
296739,SEMINOLE DR  CABA,WF,BIA,000
296742,CITRUS HILL HIGH SCH PERR,WF,Private,000
296744,STARLIGHT AV / GNEISS WY,WF,Private,000
296750,ALESSANDRO BL / LASSELLE ST,WF,Private,000
296752,LAC-058816,WF,Private,000
296753,LAWRENCEVILLE RD (32),WF,Private,Short Grass (1 foot)
296755,MARINE,WF,Private,000
296758,OAKRIDGE DR  DALY_CITY,WF,State,000
296760,46TH,WF,Private,000
296762,E SAN JACINTO AV / MURRIETA RD,WF,Private,000
296766,LAC-059044,WF,Private,000
296768,LAC-059108,WF,Private,000
296769,LAC-059140,WF,Private,000
296771,COOK ST / GERALD FORD DR,WF,Private,000
296773,CYPRESS AV  GOOD,WF,Private,000
296774,Pine Mtn   AP ,RX,USFS,000
296775,C-243 Seed Trees   LC,RX,USFS,000
296776,SC Quail Block 1 & 3,RX,USFS,000
296777,GREASY CREEK,WF,Tribal,000
296778,Buffalo Danny,RX,USFS,000
296780,Kingdoodle Regens ,RX,USFS,000
296781,BK Collier Creek Block A,RX,USFS,000
296782,C-13/14,RX,USFS,000
296783,C-64,RX,USFS,000
296784,C-28,RX,USFS,000
296785,C-39,RX,USFS,000
296786,C-14,RX,USFS,000
296787,LAC-059257,WF,Private,000
296789,CHEVY,WF,Private,000
296790,Kincaid Mound RX,RX,Private,000
296791,Snowball,WF,BIA,000
296792,C- 60 RX BURN,RX,DOE,000
296793,LAC-059356,WF,Private,000
296794,HALCON,WF,Private,000
296795,HY 74  E/ JUNIPER FLATS RD,WF,Private,000
296796,Dog Run Hollow,RX,USFWS,000
296797,SCAT 2,WF,Tribal,000
296798,FD050004,WF,Private,000
296800,FD050005,WF,Private,000
296804,Little Patoka,WF,Private,000
296805,MURPHY,WF,Private,000
296806,PYRITE ST OFRP  / HY 60  E,WF,Private,000
296811,Union Chapel,WF,USFS,000
296812,LAC-059690,WF,Private,000
296815,MARBLE FIELD 2,WF,Tribal,000
296816,TAGG FLATS,WF,Tribal,000
296817,CLAY,WF,Private,000
296819,Smelter 23,WF,Private,Tall Grass (2.5 feet)
296820,HAWK,WF,Private,000
296821,LAC-059793,WF,Private,000
296822,EL CERRITO RD  ELCE,WF,Private,000
296823,LAC-059827,WF,Private,000
296826,LAC-059908,WF,Private,000
296828,AVE 64  / LINCOLN ST,WF,Private,000
296829,SPRING ST / CLUB DR,WF,Private,000
296831,COW,WF,Private,000
296833,LAC-059973,WF,Private,000
296836,BUCK RD / BERENDA RD,WF,Private,000
296846,ASTI,WF,Private,000
296849,CORYDON,WF,Private,000
296850,BLACKJACK,WF,State,000
296851,Buffalo Danny,RX,USFS,000
296852,Foran Gap,RX,USFS,000
296853,OK Compartment 42,RX,USFS,000
296854,C-194 BB1 LC,RX,USFS,000
296855,C-147  FM,RX,USFS,000
296856,C-63 GA  EN,RX,USFS,000
296857,OK Compartment 30,RX,USFS,000
296858,FLEETWOOD,WF,Private,000
296859,Rifle Range 3  AP,RX,USFS,000
296861,Lynch Creek,WF,USFS,000
296862,HOLLY SPRINGS BB 10/11/12  RX,RX,USFS,000
296863,Cartwright,RX,USFS,000
296864,KYS - Sugar Creek,WF,Private,000
296865,KYS - Sugar Creek 2,WF,Private,000
296866,LAC-060397,WF,Private,000
296867,BIENVILLE CPT 6/9  RX,RX,USFS,000
296868,Little Bear,RX,USFS,000
296869,CLAY ST / VAN BUREN BL,WF,Private,000
296870,FD070008,WF,Private,000
296871,DCNF  COMP 64 RX,RX,USFS,000
296872,97 Old Growth & 7 Old Growth,RX,USFS,000
296873,Yankee,WF,Private,000
296874,Sugar Creek NWO Regen ,RX,USFS,000
296875,LEHR DR / KANSAS ST,WF,Private,000
296877,DE SOTO BB 9360 North  RX,RX,USFS,000
296878,TOMBIGBEE CPT 13  RX,RX,USFS,000
296879,SIPBA - Muehlhauser Units E and H  RX,RX,Private,000
296882,BIENVILLE CPT 252  RX,RX,USFS,000
296883,Midway,WF,USFS,000
296884,MEADOW BLOSSOM RD  NUEV,WF,Private,000
296885,FD070009,WF,Private,000
296886,Sand Town Bottoms,RX,Private,000
296887,ANF  Bannister North RX,RX,USFS,000
296888,LAC-060541,WF,Private,000
296889,FD070010,WF,Private,000
296890,TL What Happened North,RX,USFS,000
296891,Aerobic,WF,Private,000
296892,TABEAUD,WF,Private,000
296894,Cuervo Draw,WF,Private,000
296895,Long Hollow,WF,USFS,000
296896,C-23 B EN,RX,USFS,000
296898,Wethersfield,WF,Private,000
296900,FIELD,WF,Private,000
296901,C-40 RX BURN,RX,DOE,000
296902,Tyler 0544,WF,Private,Timber (Litter and Understory)
296903,VIRGENES,WF,Private,000
296905,Rock Creek,WF,USFS,000
296907,Turley,WF,Private,000
296909,Butler Co 401,WF,USFS,000
296911,LAC-060871,WF,Private,000
296912,POPPY,WF,Private,000
296915,CABAZON AV  INDO,WF,BIA,000
296916,GRAPEFRUIT BL / AVE 66,WF,Private,000
296917,Newton 0545,WF,Private,Timber (Litter and Understory)
296919,RX D5 District Wide Piles,RX,USFS,000
296920,LAC-060986,WF,Private,000
296921,LAC-060972,WF,Private,000
296922,SHELTER,WF,Private,000
296925,LAC-061098,WF,Private,000
296926,LAC-061100,WF,Private,000
296930,LAC-061168,WF,Private,000
296933,Saint Paul,WF,USFS,000
296934,DIAMOND DR / BOTTLEBRUSH,WF,Private,000
296935,CHIRICAHUA DR  THOU,WF,Private,000
296936,SAN JACINTO AV  GOOD,WF,Private,000
296937,STEEL FIELD ROAD (03),WF,Private,Timber (Litter and Understory)
296939,CARSON,WF,Private,000
296940,SUMMERLY COMMUNITY PARK LELS,WF,Private,000
296942,LAC-061342,WF,Private,000
296943,LAC-061368,WF,Private,000
296945,DESERT,WF,Private,000
296949,C-36 B EN,RX,USFS,000
296950,SILVER VALLEY RD / CONDOR RD,WF,Private,000
296951,C-176 FM,RX,USFS,000
296952,C-15 A Wyden FM,RX,USFS,000
296954,Hudson ,RX,USFS,000
296956,East Muddy,RX,USFS,000
296957,LAC-061620,WF,Private,000
296958,Owens,RX,USFS,000
296959,Jones Hadaway Road,WF,Private,000
296960,Stoneplace 2,WF,USFS,000
296962,TWIN PONDS,WF,Tribal,000
296965,SPOOKY,WF,BIA,000
296966,COW SKULL,WF,Tribal,000
296968,OK Compartment 134,RX,USFS,000
296969,LAC-061656,WF,Private,000
296970,SEA SW2 Rx 0221,RX,BIA,000
296971,RX D4 District Wide Piles,RX,USFS,000
296972,OK Compartment 134,RX,USFS,000
296973,Rorie S BL 1,RX,USFS,000
296974,Chain POL RX,RX,USFS,000
296975,KITTY SCRATCH,WF,Private,000
296976,SPANGLER,WF,Private,000
296977,Belvedere,WF,BIA,000
296978,Red Hill 23,WF,Private,Short Grass (1 foot)
296979,RIVERSIDE DR /W LAKESHORE DR,WF,Private,000
296980,Deer East,RX,USFS,000
296981,Trace 3,RX,USFS,000
296982,CERCLA AREA,WF,USFWS,000
296983,Cave Creek Glade RX,RX,State,000
296984,S Marshall Ridge & Turner Bluff RX,RX,State,000
296985,BIENVILLE CPT 19/21/29  RX,RX,USFS,000
296986,Ferne Clyffe Unit 2 RX,RX,State,000
296987,PRVT - John Havlik Property RX,RX,Private,000
296988,LAC-061724,WF,Private,000
296989,FD070011,WF,Private,000
296990,OWEN,WF,Private,000
296992,HWY 90 LAUNCH,WF,Private,000
296994,Trailhead,WF,USFS,000
296996,Rocket,WF,BLM,000
296997,SHINNERY,WF,BLM,000
296998,Petite,WF,USFS,000
297000,LOWER KLAMATH CO-OP RX,RX,USFWS,000
297003,OCEAN,WF,Private,000
297004,GIRARD ST  HEM,WF,Private,000
297005,DUMP ROAD,WF,BIA,000
297006,PIPE,WF,Private,000
297007,CEMETERY,WF,Tribal,000
297009,WOODLANDS,WF,State,000
297010,CANE,WF,State,000
297011,8TH ST / CHOLLA DR,WF,Private,000
297012,PAULINE PROCTOR 1,RX,BIA,000
297013,RANCH HOUSE,RX,BIA,000
297015,Marion 0565,WF,Private,Timber (Litter and Understory)
297018,North Carneo WUI Piles,RX,USFS,000
297019,Trinity 0569,WF,Private,Timber (Litter and Understory)
297020,EASY,WF,Private,000
297022,GRINDSTONE PILES,RX,Private,000
297023,Morris 0571,WF,Private,Heavy Logging Slash
297025,Moccasin Run,WF,Private,000
297026,Lewis Lake,WF,USFS,000
297027,Comp 1 Unit 02  SC-CRR,RX,USFWS,000
297028,C-209 LC,RX,USFS,000
297030,HOLLIS,WF,Private,000
297031,BRUNO,WF,County,000
297034,SPFG Step up2,WF,NPS,000
297037,HWY 180  / OLLER ST,WF,Private,000
297039,XSC# C230520057,WF,Private,000
297040,County Road F ,WF,USFS,000
297041,SWIFT RUN GAP,WF,NPS,000
297042,LAVERNE,WF,Private,000
297043,MATEO,WF,Private,000
297044,Devils Well RX,RX,Private,000
297045,Cass 0575,WF,Private,Hardwood Litter
297046,ROSS,WF,Private,000
297047,Crow Valley,WF,Private,000
297048,FISH,WF,Private,000
297049,NEELEY,WF,Private,000
297050,JOHNSON HOLLOW,WF,Private,000
297053,TANKER,WF,State,000
297054,BAKER,WF,City,000
297055,HWY 395  / CONSTANTIA ROAD SOUTH 2,WF,Private,000
297056,POTHOLES,WF,Private,000
297059,Morris 0574,WF,Private,Timber (Litter and Understory)
297061,Rusk 0576,WF,Private,Timber (Litter and Understory)
297062,COAST,WF,State,000
297064,PIUTE CREEK DR  ELCE,WF,Private,000
297066,CORRAL,WF,Private,000
297067, Ashe Lake,WF,USFS,000
297068,SENTINAL GAP,WF,BLM,000
297070,RD 9  / AVE 22.5,WF,Private,000
297071,SENTINAL BLUFF,WF,BLM,000
297075,LAC-062390,WF,Private,000
297076,DEGLET,WF,Private,000
297078,LAC-062401,WF,Private,000
297082,THREAD,WF,Private,000
297083,AVE 77  / HARRISON ST,WF,Private,000
297084,RABBIT,WF,Private,000
297086,Hilltop,WF,USFS,000
297090,E SOUTH AVE / HWY 41,WF,Private,000
297097,W LAKESHORE DR  LELS,WF,City,000
297098,TONOPAH ST / MOUNTAIN VIEW RD,RX,Private,000
297099,AVENUE OF THE STATES  / WASHINGTON ST,WF,Private,000
297100,LAC-062774,WF,Private,000
297102,76,WF,Private,000
297103,MOONLIT DR  COAC,WF,Private,000
297104,MADISON,WF,Private,000
297109,APQ Area 13 Rx 0222,RX,DOD,000
297110,SMR BU 309/310 Rx 0222,RX,USFWS,000
297111,DE SOTO BB 7209 CPT 20  RX,RX,USFS,000
297112,DE SOTO BB 7251  RX,RX,USFS,000
297113,Ferne Clyffe Units 1 and 3 RX,RX,State,000
297114,C- 171 FM,RX,USFS,000
297115,BRATTON,WF,Private,Brush (2 feet)
297116,C-76  FM,RX,USFS,000
297118,SALLY 2,WF,Tribal,000
297120,MUD BOG 2,WF,State,000
297121,DRIVE,WF,Private,000
297123,C-123 B2  EN,RX,USFS,000
297124,STOCK,WF,Private,000
297125,Pine Mtn 2  AP,RX,USFS,000
297127,Comp 18 Unit 04 - SC-CRR,RX,USFWS,000
297128,SNIVELY,WF,BLM,000
297130,BORDER,WF,Private,000
297131,C-194 LC,RX,USFS,000
297132,ALTAMIRA FARM,WF,Private,000
297135,COLEMAN HOLLOW,WF,Tribal,Hardwood Litter
297137,Woolverton,WF,Private,Timber (Grass and Understory)
297138,Thrush RX,RX,USFS,000
297139,431,WF,Private,000
297140,77,WF,Private,000
297141,RAMEN 1,WF,Tribal,000
297145,Western Star RX,RX,Private,000
297146,MAYS POINT POOL,WF,USFWS,000
297147,SEA SE1 Paul Bowers Sr. Pasture Rx 0223,RX,BIA,000
297148,CHICKASAWHAY BB 373/376  RX,RX,USFS,000
297149,KENWOOD UNIT 15,RX,Tribal,000
297150,Old Barn,WF,Private,Hardwood Litter
297155,ANF BU 43 Rx 0223,RX,USFS,000
297156,Caylor Gap,WF,NPS,000
297157,Sterling Hollow RX,RX,USFS,000
297158,MEMORY LN / JOAQUIN WY,WF,Private,000
297162,OK Compartment 34,RX,USFS,000
297163,Cut Thru 2,WF,USFS,000
297164,Stewart Fork BL1,RX,USFS,000
297165,Sinclair,WF,Private,000
297167,OLEMA,WF,NPS,000
297168, OKWMR-FY23-RX-Interior-Pastures,RX,USFWS,000
297170,PIERCE,WF,BIA,000
297171,Choctaw East Tucker,WF,BIA,000
297172,N STATE ST  SANJ,WF,Private,000
297173,CHICKASAWHAY CPT 408/409/411  RX,RX,State,000
297174,SCAT 2,WF,Tribal,000
297175,Bass Pond RX,RX,USFWS,000
297176,Barton Fen RX,RX,Private,000
297179,Doctors Creek,WF,Private,000
297180,AVE 68  / COLFAX ST,WF,Private,000
297181,OK Compartment 45,RX,USFS,000
297185,Watershed RX,RX,USFS,000
297186,Three Sisters RX,RX,USFS,000
297187,LAC-063728,WF,Private,000
297188,GRIZZLY FUEL BREAK RX,RX,USFS,000
297189,5TH ST  MOVA,WF,Private,000
297191,HOLLY SPRINGS BB 34/36/40  RX,RX,USFS,000
297192,Sugar Tree RX,RX,Private,000
297194,JJ Pine RX,RX,USFS,000
297197,PLASTIC,WF,BIA,000
297200,Col 1 ,WF,USFS,000
297201,ROSANNA EASTERLING 1,RX,Private,000
297202,Busby Fire,WF,Private,Brush (2 feet)
297203,Green RX,RX,USFS,000
297204,Jennings,WF,USFS,000
297205,N LINDSAY ST /W POTTERY ST,WF,Private,000
297206,CHICKASAWHAY CPT 375/376/379  RX,RX,USFS,000
297207,SEA NW5 Pauletta Bowers Pasture Rx 0224,RX,BIA,000
297211,MATIAS 01,WF,USFWS,000
297212,SEA Radio Tower Central Pile 0221,RX,Tribal,000
297213,Pine Hollow Rx,RX,USFS,000
297214,Buck Horn CV,WF,NPS,000
297215,LAC-064712,WF,Private,000
297220,CHICKASAWHAY CPT 357  RX,RX,USFS,000
297221,COLEMAN 2,WF,Tribal,000
297222,SEA Unit 600 Rx 0222,RX,Private,000
297224,Chase Red Pine Fuels RX,RX,USFS,000
297228,Hampton Plantation - FM,RX,State,000
297229,Marcoot Block 3 RX,RX,USFS,000
297231,Stewart Fork BL2,RX,USFS,000
297232,CAJALCO RD / TEMESCAL CANYON RD,WF,Private,000
297234,COODY,WF,BIA,000
297235,Squad Piles #1,RX,DOD,000
297236,S SANTA FE AV  SANJ,WF,Private,000
297239,ROCK,WF,Private,000
297240,Pilot Mtn Regens,RX,USFS,000
297241,Thorofare,WF,State,Tall Grass (2.5 feet)
297243,ALICANTE DR  MENI,WF,Private,000
297246,N STATE ST /W RAMONA EXPRESSWAY,WF,Private,000
297247,ANF BU 240 Rx 0223,RX,USFS,000
297248,SAN FERNANDEZ,WF,Private,000
297249,C-104A FM,RX,USFS,000
297252,STECOAH GAP,WF,USFS,000
297254,BIENVILLE CPT 272  RX,RX,Private,000
297256,SEA SW 20 Rx 0223,RX,BIA,000
297257,LAC-064181,WF,Private,000
297258,ANGELUS,WF,Private,000
297259,Bobbit Bench,WF,Tribal,000
297260,C-93B/C3 FM,RX,USFS,000
297261,REFUGE,WF,Private,000
297262,TOMBIGBEE CPT 43/45  RX,RX,USFS,000
297264,Elevation 1097 RX,RX,Private,000
297265,LAC-064184,WF,Private,000
297268,APQ Area 12 Rx 0223,RX,DOD,000
297269,LAC-065002,WF,Private,000
297270,BNL Southern Pine Beetle Project,WF,Private,000
297271,11090 Cuba Landing Road,WF,Private,Short Grass (1 foot)
297272,Morris Road,WF,USFS,000
297274,HOLLY SPRINGS  BB 19/23/24  RX,RX,USFS,000
297277,Goose Hollow Road,WF,Private,Timber (Litter and Understory)
297278,HEIMAN,WF,Private,000
297279,Pineknot South RX,RX,USFS,000
297280,Indian Creek ,WF,USFS,Southern Rough
297281,W LAKESHORE DR / COWELL ST,WF,Private,000
297282,MEADOW,WF,Private,000
297284,MM 18,WF,State,000
297285,Rail Line RX,RX,USFS,000
297286,HEACOCK ST  MOVA,WF,Private,000
297287,February Thaw Fire,WF,Private,000
297288,BIENVILLE CPT 273/274  RX,RX,USFS,000
297289,XSC# C230540076,WF,Private,000
297290,Bennet Road Evans Pond RX,RX,USFS,000
297291,CHICKASAWHAY CPT 422  RX,RX,USFS,000
297295,Jess Hunter,WF,NPS,000
297296,CACHE 62,WF,BIA,000
297297,2023 R9 Aviation Support,WF,Private,000
297298,Rocky Branch RX,RX,USFS,000
297299,Bunker West RX,RX,USFS,000
297301,SALT,WF,Private,000
297302,C193 BB2 LC CANCELLED,RX,USFS,000
297304,Lava,WF,USFS,000
297305,COOK ST / GERALD FORD DR,WF,Private,000
297307,SOUTH 123,WF,Private,000
297308,Felkner,WF,Private,000
297309,PALM DR / DILLON RD,WF,Private,000
297310,BALD,WF,Private,000
297311,Thorn Springs,WF,Tribal,000
297313,KENWOOD UNIT 12A,RX,Tribal,000
297314,Green Gulch,WF,NPS,000
297316,PEPPER,WF,Private,000
297318,LIA01,WF,USFWS,000
297322,SWR REKINDLE,WF,USFWS,000
297325,COMBATE DEBRIS,WF,Private,000
297327,K K,WF,Private,000
297329,LAC-065317,WF,Private,000
297331,Baldwin Fuels 32nd St RX,RX,Private,000
297332,Mayfield ,WF,USFS,000
297333,SEA NW21 Rx 0224,RX,BIA,000
297334,LON - Rooks,WF,USFS,000
297335,LODGE RD / HWY 168,WF,Private,000
297337,SEA NC 5 Janice Rx 0222,RX,BIA,000
297338,LAC-065014,WF,Private,000
297339,C259 LC,RX,USFS,000
297340,Lost Meadows,WF,Private,000
